transcript	GENE_NAME	chr	n_exons	tx_start	tx_end	bp	mu_syn	mu_mis	mu_lof	n_syn	n_mis	n_lof	adj_exp_syn	adj_exp_mis	adj_exp_lof	syn_z	mis_z	lof_z	em_p_hi
ENST00000583535.1	MYH3	17	39	10531969	10558381	5823	2.79E-05	5.93E-05	5.60E-06	299	528	35	330.6548543	684.3307745	78.98435527	1.079202521	2.922994403	4.902497964	3.60E-13
ENST00000245503.5	MYH2	17	38	10424596	10451237	5826	2.27E-05	5.53E-05	4.97E-06	230	454	27	272.6442655	640.1013186	71.92222571	1.601077108	3.597837138	5.247100276	1.37E-08
ENST00000322748.3	ZNF18	17	6	11881273	11896146	1650	5.59E-06	1.36E-05	1.12E-06	76	152	8	64.53584282	154.1032544	14.46058757	-0.884690252	0.082872745	1.682940272	0.000238202
ENST00000341871.3	TMEM220	17	6	10618769	10633168	483	2.26E-06	4.90E-06	4.29E-07	27	38	8	20.53975386	46.54119179	6.607040566	-0.883692483	0.612373061	-0.536815022	2.02E-06
ENST00000255390.5	SCO1	17	6	10584435	10600824	906	5.02E-06	1.09E-05	7.83E-07	50	111	2	50.05219216	107.6717803	10.19461657	0.004573253	-0.15688267	2.542335713	0.507628824
ENST00000403437.2	MYH8	17	38	10293770	10323544	5814	2.26E-05	5.50E-05	5.18E-06	263	593	60	270.9460744	635.3450625	73.49641229	0.299269181	0.821702891	1.559462569	1.61E-34
ENST00000580256.2	PIRT	17	1	10728548	10728962	414	2.03E-06	4.50E-06	1.37E-07	21	51	1	21.89432244	48.04783041	1.837969042	0.118488629	-0.208315207	0.612277844	0.150384796
ENST00000395930.1	TEKT3	17	7	15207252	15234902	1473	7.10E-06	1.69E-05	1.38E-06	77	199	20	83.394728	194.9701133	18.59395911	0.434112583	-0.141164903	-0.322999366	3.20E-14
ENST00000261643.3	COX10	17	7	13972922	14110530	1332	6.89E-06	1.49E-05	8.02E-07	80	153	2	79.92658543	168.6802362	11.7156884	-0.005090484	0.590521802	2.811767238	0.646572546
ENST00000360954.2	HS3ST3B1	17	2	14204835	14248963	1173	1.19E-05	2.10E-05	3.92E-07	48	71	2	108.0285781	190.9781522	4.246152566	3.580455924	4.246458601	1.079769802	0.085454927
ENST00000464847.2	ZNF286A	17	5	15603643	15620604	1566	4.48E-06	1.21E-05	9.65E-07	35	68	5	49.12250515	129.2207707	11.8155174	1.249168686	2.634202909	1.96409346	0.012910605
ENST00000420162.2	CDRT15	17	3	14139172	14140150	567	2.79E-06	5.86E-06	5.94E-07	12	25	4	26.61770632	54.29473504	6.510076992	1.756481013	1.94458608	0.974504095	0.007506438
ENST00000609971.1	AC005358.1	17	8	12626198	12661542	2055	9.30E-06	1.89E-05	1.55E-06	122	219	3	100.306852	201.9249917	19.50144456	-1.34278256	-0.587735819	3.701504522	0.866496619
ENST00000578237.1	TRIM16	17	6	15531928	15554923	1695	8.17E-06	1.72E-05	9.85E-07	48	145	8	92.64052357	191.1873807	12.79573756	2.875267446	1.633843353	1.328043877	0.000114779
ENST00000312177.6	CDRT4	17	2	15341089	15343552	456	2.03E-06	4.92E-06	1.99E-07	24	61	1	23.8825404	56.5800875	3.09182178	-0.014900444	-0.28740749	1.17843924	0.244291014
ENST00000522212.2	TVP23C-CDRT4	17	6	15343566	15466762	495	1.81E-06	4.22E-06	5.22E-07	19	37	5	22.31180643	48.28994288	7.845840094	0.434657814	0.794657085	1.006422774	0.002362297
ENST00000437605.2	TBC1D26	17	9	15638662	15645342	753	3.18E-06	7.63E-06	7.65E-07	31	50	1	36.02284913	82.0075183	10.57681318	0.518812731	1.72878768	2.916978991	0.861486844
ENST00000399277.1	ZSWIM7	17	5	15881360	15902908	423	2.09E-06	4.40E-06	6.40E-07	14	45	3	20.89791858	43.87690395	8.37040308	0.93544035	-0.08293101	1.838752951	0.087925501
ENST00000304222.2	ADORA2B	17	2	15848562	15878656	999	6.02E-06	1.14E-05	5.51E-07	50	119	7	58.77267205	115.3124355	6.653373088	0.709403929	-0.167966374	-0.13311623	2.01E-05
ENST00000225576.3	TVP23C	17	6	15406177	15466762	831	4.02E-06	9.35E-06	7.03E-07	36	94	7	43.41582554	97.35064847	9.532133759	0.697726385	0.166102481	0.81242123	0.000136737
ENST00000395938.2	PMP22	17	4	15134233	15164044	483	3.35E-06	5.86E-06	4.67E-07	35	43	0	32.49863569	57.95129423	5.626785757	-0.272015109	0.960646426	2.349740444	0.833150052
ENST00000425538.1	MYOCD	17	14	12569505	12666961	2961	1.27E-05	2.70E-05	2.34E-06	171	330	5	139.811804	292.2421002	30.42997181	-1.635188636	-1.080321183	4.566514007	0.934596479
ENST00000338034.4	ELAC2	17	24	12896134	12921264	2481	1.32E-05	2.91E-05	2.37E-06	157	295	22	141.6166871	303.3377271	34.52326698	-0.801385933	0.234152883	2.111307089	4.06E-11
ENST00000379672.5	ARHGAP44	17	21	12693155	12893488	2457	1.31E-05	2.66E-05	2.55E-06	151	176	2	119.4894242	239.4992798	29.50883704	-1.787069548	2.006934545	5.016327465	0.999299004
ENST00000470794.1	FAM211A	17	4	16346901	16395304	1035	7.47E-06	1.62E-05	6.93E-07	51	72	0	44.04577848	93.80138326	4.085050824	-0.649599508	1.101021527	2.002112303	0.732181792
ENST00000395811.5	MPRIP	17	23	16946162	17088208	3117	1.82E-05	4.16E-05	2.62E-06	193	346	7	203.3682165	453.0115742	37.23593567	0.450724655	2.459193056	4.908309962	0.870658012
ENST00000255389.5	PEMT	17	7	17409104	17494940	711	4.98E-06	9.05E-06	6.39E-07	53	100	2	49.24248172	89.28386538	8.691379913	-0.331956214	-0.554712573	2.248334958	0.367752728
ENST00000268711.3	MED9	17	2	17380355	17394809	441	3.43E-06	6.04E-06	3.11E-07	29	36	1	34.76756007	61.56085373	3.899921312	0.606393426	1.593453623	1.454614828	0.315748749
ENST00000389022.4	NT5M	17	5	17206864	17250261	687	5.52E-06	1.12E-05	5.64E-07	26	85	7	50.17953687	100.7578706	7.3238308	2.116090468	0.767847953	0.118532859	3.30E-05
ENST00000299736.4	CENPV	17	5	16246130	16256750	819	7.31E-06	1.33E-05	6.51E-07	32	40	2	54.39496895	104.226894	8.061934533	1.882437537	3.077113321	2.114858348	0.313327865
ENST00000261647.5	TTC19	17	10	15903162	15930836	1143	6.31E-06	1.30E-05	1.25E-06	40	103	15	47.83710866	99.84837583	14.24369483	0.702462281	-0.154269398	-0.198506808	1.05E-10
ENST00000285071.4	FLCN	17	11	17116968	17131451	1740	1.02E-05	2.20E-05	1.28E-06	123	196	2	116.1904989	245.005911	18.48533028	-0.391633099	1.531357376	3.798164467	0.958489798
ENST00000353383.1	RAI1	17	4	17696262	17713295	5721	3.49E-05	6.94E-05	2.83E-06	424	701	3	395.4676939	786.9917939	33.35906635	-0.889468759	1.499299519	5.206803352	0.999136112
ENST00000225688.3	RASD1	17	2	17398438	17399495	846	8.59E-06	1.62E-05	2.92E-07	42	89	2	82.22517498	153.8665369	3.480681463	2.750077325	2.557789923	0.786174926	0.06071602
ENST00000321560.3	PLD6	17	2	17106080	17109600	759	6.60E-06	1.29E-05	4.39E-07	36	62	2	46.35754353	90.74139524	3.95874679	0.943074216	1.475780049	0.975189769	0.075462604
ENST00000338560.7	TRPV2	17	14	16320982	16340203	2295	1.24E-05	2.53E-05	2.34E-06	140	256	10	141.7472936	282.2271299	31.53105238	0.090982844	0.763602583	3.798269096	0.005629157
ENST00000225609.5	PIGL	17	7	16120540	16229212	759	3.19E-06	8.30E-06	6.73E-07	47	103	8	39.108543	96.9245096	10.55994503	-0.782295885	-0.301842891	0.7803501	3.55E-05
ENST00000311331.7	ZNF624	17	5	16525601	16553058	2598	7.71E-06	2.08E-05	1.52E-06	99	188	9	89.428245	237.8582868	19.35502477	-0.62748527	1.581228957	2.331545995	0.000305863
ENST00000261652.2	TNFRSF13B	17	5	16842860	16875389	882	4.22E-06	9.80E-06	5.92E-07	57	155	15	47.87644682	109.7143469	8.650289118	-0.817433245	-2.114686394	-2.138593845	6.72E-13
ENST00000268712.3	NCOR1	17	45	15935609	16097883	7323	2.72E-05	7.08E-05	7.14E-06	308	604	9	319.8963226	801.6721775	97.1596578	0.412341242	3.414787096	8.85965087	0.999999999
ENST00000395824.1	ZNF287	17	5	16455169	16471045	2286	6.68E-06	1.89E-05	1.59E-06	86	167	4	77.780052	216.5196339	20.09101846	-0.577809293	1.646057337	3.556085371	0.608657331
ENST00000302182.3	UBB	17	1	16285221	16285911	690	3.33E-06	7.42E-06	2.13E-07	66	15	0	38.14012	84.4654606	2.82810151	-2.796646946	3.696968889	1.665855118	0.620802082
ENST00000268717.5	COPS3	17	12	17150411	17184500	1272	4.80E-06	1.12E-05	1.33E-06	56	84	1	56.71917714	126.5349832	18.89319681	0.059200053	1.849513893	4.077790969	0.992904074
ENST00000399134.4	EVPLL	17	9	18284251	18291562	906	6.47E-06	1.39E-05	1.09E-06	47	77	11	46.6918736	98.09622474	9.773207222	-0.027955212	1.041825447	-0.388724844	2.73E-08
ENST00000474627.3	ATPAF2	17	8	17921862	17942327	870	4.85E-06	1.06E-05	6.73E-07	50	96	6	55.25881235	116.4770551	10.58515419	0.438567239	0.928035592	1.39603099	0.001430538
ENST00000328114.6	LGALS9C	17	11	18380168	18397681	1071	5.90E-06	1.30E-05	1.04E-06	13	21	1	57.29222217	120.8284999	13.04631918	3.627680965	4.442079317	3.303695987	0.940115541
ENST00000355815.4	SREBF1	17	20	17715935	17740131	3534	2.24E-05	4.63E-05	2.11E-06	204	358	3	204.7216807	415.3007664	25.81067793	0.031269737	1.375294702	4.447625083	0.985657782
ENST00000321105.5	TOP3A	17	19	18178115	18218092	3006	1.41E-05	3.34E-05	2.87E-06	167	339	19	159.0486562	366.9440307	38.39118539	-0.390861201	0.713518319	3.100118543	2.64E-08
ENST00000316694.3	SHMT1	17	11	18232063	18259295	1452	6.99E-06	1.53E-05	1.29E-06	90	163	13	79.11025564	167.6933272	18.27324404	-0.759015365	0.177270697	1.221967846	1.86E-07
ENST00000399138.4	ALKBH5	17	4	18087557	18111710	1185	9.85E-06	2.08E-05	7.10E-07	88	75	1	112.9058937	235.4711629	9.469619773	1.453092943	5.114989146	2.726386023	0.803934846
ENST00000316843.4	LLGL1	17	22	18128996	18146135	3195	2.04E-05	4.36E-05	2.45E-06	238	389	5	215.0098417	448.5830167	33.39861192	-0.971992925	1.375996779	4.867686868	0.977463207
ENST00000225729.3	DRG2	17	13	17991337	18010554	1095	6.66E-06	1.37E-05	1.33E-06	74	96	5	73.07076454	143.4380116	18.64278982	-0.067391554	1.93736196	3.129950241	0.148077282
ENST00000545289.1	ZNF286B	17	4	18565249	18584964	1569	6.08E-06	1.41E-05	9.87E-07	25	79	5	46.80658398	120.8881813	8.821368839	1.975984308	1.863443168	1.274502359	0.003746029
ENST00000449552.2	TRIM16L	17	4	18630870	18638773	1047	5.07E-06	1.08E-05	5.86E-07	34	76	4	59.107769	123.6012714	8.31209934	2.02458208	2.094226987	1.481573063	0.016879392
ENST00000313838.8	LRRC48	17	12	17880912	17919985	1572	9.20E-06	1.87E-05	1.43E-06	88	185	11	93.46223575	187.0145737	17.98944488	0.350269342	0.072055567	1.632388297	6.09E-06
ENST00000268719.4	GID4	17	6	17942778	17968557	903	6.74E-06	1.32E-05	6.56E-07	32	36	0	54.16057478	107.9150572	8.522678651	1.866761198	3.386066125	2.891863292	0.937456357
ENST00000395706.2	MIEF2	17	4	18164449	18168078	1398	9.19E-06	1.96E-05	6.34E-07	98	186	3	103.4890858	217.9489539	8.010231944	0.334505536	1.058513244	1.753577581	0.077014522
ENST00000379504.3	TOM1L2	17	15	17750948	17875627	1524	8.15E-06	1.77E-05	1.89E-06	105	195	6	93.30171228	197.9042275	26.80451823	-0.750804844	0.100975378	3.980553041	0.414475508
ENST00000327031.4	FLII	17	30	18148451	18162004	3810	2.33E-05	4.93E-05	3.35E-06	260	472	18	258.5564441	537.0929056	46.90084168	-0.055656857	1.373805884	4.180322866	3.31E-06
ENST00000345096.4	TBC1D28	17	7	18539774	18544665	633	2.68E-06	6.59E-06	7.17E-07	23	54	8	29.50558401	69.3629326	9.162278077	0.742477656	0.902249856	0.380362719	1.44E-05
ENST00000406438.3	SMCR8	17	2	18219103	18226384	2814	1.22E-05	2.72E-05	1.03E-06	186	369	3	138.82394	308.7979137	12.49160785	-2.482214942	-1.675679438	2.660236953	0.319420058
ENST00000268835.2	PRPSAP2	17	10	18769146	18834011	1110	4.44E-06	1.10E-05	7.17E-07	59	59	4	53.37375207	126.6237904	12.11290292	-0.477424428	2.93939766	2.309095194	0.072045202
ENST00000339618.4	ALDH3A2	17	10	19552284	19576547	1527	6.44E-06	1.63E-05	1.17E-06	55	158	6	69.21396514	170.5993872	15.79313663	1.059175671	0.471821323	2.441053605	0.011288384
ENST00000395592.2	MFAP4	17	6	19287774	19290431	840	4.86E-06	9.56E-06	8.75E-07	49	75	2	50.41834083	100.2769656	10.74736859	0.123832753	1.234642788	2.643114983	0.559557122
ENST00000284154.5	GRAP	17	5	18925271	18950239	654	3.91E-06	9.40E-06	6.06E-07	15	28	1	18.80959556	45.23356928	2.75804154	0.544551639	1.253317996	1.048620853	0.217063635
ENST00000388995.6	FAM83G	17	5	18874671	18907354	2472	1.61E-05	3.36E-05	1.32E-06	147	309	6	180.0283041	373.5998126	16.68275805	1.526037747	1.634723876	2.590831518	0.015726782
ENST00000461366.1	RNF112	17	14	19314721	19319488	1896	1.01E-05	2.29E-05	1.30E-06	117	186	7	99.70308636	221.0700191	17.16875476	-1.073899512	1.153685154	2.431017496	0.00365674
ENST00000307767.8	TVP23B	17	7	18684606	18708880	618	2.25E-06	5.39E-06	6.16E-07	7	30	2	27.82242992	62.29746411	9.368756803	2.44727829	2.001472823	2.38475046	0.429732873
ENST00000270570.4	SLC47A1	17	17	19437252	19480866	1713	9.54E-06	1.92E-05	1.55E-06	95	202	17	104.638284	202.4139984	23.02708909	0.584123342	0.014233002	1.244164537	1.22E-09
ENST00000457500.2	ALDH3A1	17	10	19641533	19648442	1362	9.27E-06	1.81E-05	9.95E-07	98	183	17	101.5838211	194.3483299	14.71884522	0.220435256	0.398159322	-0.588989509	1.33E-12
ENST00000395544.4	ULK2	17	27	19679661	19770730	3111	1.24E-05	3.06E-05	2.99E-06	140	310	16	140.5371388	332.9335234	41.74076175	0.028087244	0.614763435	3.946671375	1.30E-05
ENST00000325411.5	SLC47A2	17	17	19581998	19619868	1809	9.48E-06	1.84E-05	1.54E-06	105	215	21	105.2281204	197.7750718	22.41605071	0.013785067	-0.599083586	0.296270864	9.02E-14
ENST00000395647.2	SLC5A10	17	15	18855518	18923744	1839	1.26E-05	2.47E-05	1.64E-06	130	259	20	141.8484014	272.3170504	23.97447022	0.616732658	0.39471957	0.804071071	3.66E-12
ENST00000261499.4	B9D1	17	7	19246631	19265882	615	3.61E-06	7.79E-06	6.10E-07	42	80	3	39.31485741	83.81571676	9.230348069	-0.265483783	0.203859166	2.031388486	0.119139656
ENST00000308406.5	MAPK7	17	6	19282213	19286544	2451	1.34E-05	3.13E-05	1.25E-06	163	256	4	143.1476625	336.1478545	15.72788641	-1.028651125	2.138175718	2.929370259	0.232913565
ENST00000314728.5	EPN2	17	9	19186432	19237567	1926	1.07E-05	2.21E-05	1.48E-06	113	201	5	115.7009916	235.1376324	19.2193739	0.155670196	1.08890105	3.212923999	0.177426617
ENST00000399044.1	CDRT15L2	17	2	20483056	20484042	846	3.95E-06	8.49E-06	6.06E-07	12	34	1	17.89159297	41.45302085	3.96323532	0.863490353	0.566201011	1.47445276	0.321628092
ENST00000225737.6	AKAP10	17	15	19809539	19880992	1989	7.38E-06	1.81E-05	1.89E-06	90	173	4	79.23290361	183.6510563	25.92110352	-0.749886217	0.384427239	4.265061999	0.932283431
ENST00000583088.1	KCNJ12	17	1	21318654	21319956	1302	1.02E-05	2.09E-05	5.11E-07	139	264	7	115.9731	237.2078753	6.21115671	-1.325581164	-0.850861103	-0.313540812	1.43E-05
ENST00000578713.1	UBBP4	17	2	21730698	21731615	690	3.22E-06	7.82E-06	2.44E-07	33	88	2	36.5302504	87.54819369	3.493017311	0.362100044	-0.023618303	0.791323706	0.061068295
ENST00000398988.3	KSR1	17	19	25904556	25948961	2289	1.37E-05	3.00E-05	1.85E-06	156	232	5	136.7354276	289.4068395	24.505839	-1.021336715	1.650537914	3.903188125	0.609182271
ENST00000262394.2	WSB1	17	9	25621421	25639395	1266	4.24E-06	1.23E-05	1.15E-06	58	153	2	51.48398401	142.4251151	16.74011046	-0.562983707	-0.43341054	3.568710453	0.92319404
ENST00000582441.1	RP1-66C13.4	17	4	26125866	26209720	480	1.84E-06	4.81E-06	4.45E-07	12	28	2	8.090353544	20.67924601	3.170810233	-0.852124676	-0.787416722	0.651315031	0.052336302
ENST00000313735.6	NOS2	17	26	26084271	26125835	3462	1.72E-05	3.92E-05	2.84E-06	175	353	20	185.7732197	411.5025941	39.35357004	0.490007428	1.410604758	3.056037719	7.26E-09
ENST00000395511.3	DHRS7B	17	7	21030284	21094466	978	4.64E-06	1.05E-05	7.23E-07	62	114	11	52.45793068	116.0550511	10.42147652	-0.81674511	0.093307667	-0.177519482	4.76E-08
ENST00000399011.2	C17orf103	17	4	21146625	21156576	339	3.06E-06	6.47E-06	2.88E-07	11	34	0	19.50022532	39.53817294	2.73059783	1.193329208	0.430798783	1.636886537	0.611096491
ENST00000342679.4	MAP2K3	17	12	21188232	21217542	1044	5.85E-06	1.31E-05	1.06E-06	69	151	8	67.26598343	145.2691578	16.28793384	-0.131070769	-0.232565311	2.034243683	0.000496053
ENST00000261503.5	SPECC1	17	14	19999964	20217378	3207	1.35E-05	3.22E-05	2.26E-06	185	409	8	156.9689881	365.612011	30.94192739	-1.387014782	-1.109879629	4.085506772	0.10945964
ENST00000261497.4	USP22	17	13	20906343	20946148	1578	9.81E-06	1.94E-05	1.62E-06	90	93	2	99.25803832	193.5595115	20.98686902	0.576083799	3.535349058	4.105529394	0.983292792
ENST00000317635.5	TMEM11	17	2	21101636	21117465	579	4.32E-06	7.42E-06	3.85E-07	46	44	0	48.50676848	82.24309803	4.808496877	0.223132487	2.062622864	2.172172782	0.784308456
ENST00000327925.5	CCDC144NL	17	4	20768727	20799333	666	3.95E-06	7.71E-06	4.36E-07	48	98	7	40.48283845	76.67827137	5.514337354	-0.732432738	-1.190975293	-0.626705101	8.14E-06
ENST00000379103.3	LYRM9	17	3	26206498	26209720	237	8.53E-07	2.37E-06	3.03E-07	11	23	2	7.043643651	18.45700635	2.868539853	-0.924157759	-0.517222682	0.507982778	0.045000307
ENST00000395473.2	LGALS9	17	11	25958291	25976008	1068	5.51E-06	1.22E-05	9.59E-07	45	85	7	62.91562298	135.0105915	14.64678285	1.400238671	2.105206145	1.979234747	0.00139054
ENST00000226253.4	ALDOC	17	8	26900543	26902550	1095	4.66E-06	1.28E-05	9.09E-07	51	110	2	56.186973	148.4088213	13.64858309	0.428988251	1.542117133	3.123338215	0.790720532
ENST00000407008.3	NLK	17	11	26369899	26521662	1584	6.57E-06	1.50E-05	1.54E-06	64	68	0	69.23519365	153.8024584	19.56932682	0.390048365	3.384033856	4.382053458	0.998934347
ENST00000292114.3	TMEM199	17	6	26684693	26688274	627	3.66E-06	8.50E-06	5.67E-07	45	92	6	44.0265	98.7898303	8.93618621	-0.090955362	0.334132915	0.972964907	0.000653685
ENST00000457710.3	SARM1	17	9	26699153	26723305	2073	1.72E-05	3.53E-05	1.40E-06	75	139	12	110.0631866	219.2705062	11.23420736	2.071953173	2.651443248	-0.226323497	9.19E-09
ENST00000335765.4	UNC119	17	5	26874314	26879575	723	5.37E-06	1.08E-05	5.15E-07	43	77	4	47.06810831	100.4070743	7.053827852	0.367602769	1.142567471	1.138995073	0.009717421
ENST00000226225.2	TNFAIP1	17	6	26666547	26671626	951	5.03E-06	1.25E-05	7.16E-07	57	101	5	57.45336491	140.4466838	10.39964294	0.037079594	1.628063889	1.658614852	0.007361605
ENST00000226230.6	TMEM97	17	3	26646265	26653819	531	2.35E-06	5.28E-06	3.94E-07	28	54	3	26.69253644	58.67373826	5.574865339	-0.156885542	0.29844144	1.080256786	0.028406015
ENST00000528896.2	KIAA0100	17	39	26942081	26972074	6708	2.35E-05	6.63E-05	5.93E-06	323	624	19	277.3216019	756.4573171	82.32526485	-1.70046809	2.355592514	6.913534583	0.265243746
ENST00000585089.1	IFT20	17	5	26655677	26659247	477	1.30E-06	3.65E-06	3.80E-07	15	43	1	14.92706621	38.55627526	5.612727503	-0.011702224	-0.350038326	1.928681494	0.482557827
ENST00000321765.5	SPAG5	17	24	26904716	26925964	3582	1.21E-05	3.18E-05	3.06E-06	144	366	17	146.8741648	369.0580523	44.59033517	0.14702585	0.077861146	4.092854419	7.26E-06
ENST00000247020.4	SDF2	17	3	26976006	26988894	636	2.83E-06	6.72E-06	5.75E-07	33	58	1	33.288464	77.4364325	7.76916897	0.030994754	1.080339564	2.405679511	0.68281004
ENST00000308360.7	PIGS	17	12	26881237	26898514	1668	8.50E-06	1.92E-05	1.11E-06	96	203	5	96.77410737	211.051279	16.79329535	0.048783454	0.271074376	2.850735426	0.079952448
ENST00000440501.1	SLC46A1	17	6	26726671	26733132	1380	8.30E-06	1.69E-05	6.91E-07	70	114	3	81.7515476	164.6339169	8.851096646	0.805743023	1.930181453	1.948177101	0.104422521
ENST00000540200.1	POLDIP2	17	12	26675142	26684473	1104	5.47E-06	1.37E-05	1.37E-06	52	84	5	49.79853693	121.4286397	15.41680374	-0.193397993	1.661343807	2.628009946	0.049245457
ENST00000301037.5	SGK494	17	12	26937495	26941179	1233	4.57E-06	1.20E-05	1.36E-06	44	110	10	39.77150258	99.87396218	17.3657679	-0.415671083	-0.495598509	1.750897431	2.61E-05
ENST00000314616.6	SUPT6H	17	36	27000419	27028643	5181	2.14E-05	5.57E-05	5.49E-06	252	346	3	253.1026027	633.1834059	75.79908244	0.042965427	5.582271985	8.282923156	1
ENST00000226218.4	VTN	17	8	26694389	26697224	1437	7.16E-06	1.74E-05	1.49E-06	78	185	16	82.73162624	194.4025104	19.87618581	0.322496073	0.329844219	0.861247064	1.14E-09
ENST00000444914.3	SLC13A2	17	12	26800730	26824287	1926	1.12E-05	2.17E-05	1.46E-06	135	220	13	131.0808472	249.1253405	21.39746308	-0.212215607	0.902563882	1.798277359	8.29E-07
ENST00000226247.2	FOXN1	17	8	26850987	26864454	1947	1.13E-05	2.06E-05	1.08E-06	113	233	1	126.220262	227.2044383	14.93096142	0.729501534	-0.188064386	3.571305123	0.969497552
ENST00000301039.2	PROCA1	17	4	27030575	27038678	1011	4.87E-06	1.07E-05	6.93E-07	61	137	6	56.84525	123.0846558	9.52336059	-0.341623124	-0.613489377	1.130971621	0.000876151
ENST00000317338.12	SEZ6	17	17	27282979	27332887	2985	1.45E-05	3.26E-05	2.40E-06	132	277	13	139.4786194	309.9923878	28.70253293	0.392568964	0.916547163	2.90334933	1.39E-05
ENST00000262395.5	TRAF4	17	7	27071130	27076595	1413	5.84E-06	1.73E-05	1.11E-06	73	110	2	64.98431961	188.1728228	14.52760317	-0.616432531	2.787364169	3.255822161	0.840038712
ENST00000268766.6	NEK8	17	15	27055831	27069005	2079	1.02E-05	2.35E-05	2.03E-06	128	228	14	116.1653983	259.1785585	27.28383527	-0.680713854	0.947269363	2.519187329	1.56E-06
ENST00000422514.2	RPL23A	17	5	27047023	27050899	471	2.20E-06	5.31E-06	4.45E-07	10	31	0	24.15492123	58.09548558	6.55546017	1.785476219	1.738770373	2.536245437	0.876904382
ENST00000261716.3	TAOK1	17	19	27778566	27870040	3006	9.16E-06	2.87E-05	3.85E-06	117	136	2	109.2157359	327.2532751	50.6252076	-0.461770829	5.171105022	6.769673988	0.999999739
ENST00000359450.6	TIAF1	17	1	27400869	27401217	348	1.48E-06	3.36E-06	1.30E-07	16	37	2	17.17661	38.4912479	1.89076357	0.176000242	0.117567128	-0.078693448	0.026393545
ENST00000292090.3	TLCD1	17	4	27051527	27053115	744	4.81E-06	1.06E-05	5.47E-07	49	86	4	51.00447518	111.6736624	7.355295573	0.173999111	1.188309182	1.225520007	0.011149875
ENST00000378895.4	DHRS13	17	5	27225458	27229962	1134	7.00E-06	1.66E-05	6.68E-07	59	120	6	57.93239976	139.8967558	7.13821407	-0.086955535	0.822802851	0.422006281	0.00023405
ENST00000307201.4	ABHD15	17	2	27889578	27893984	1407	1.23E-05	2.36E-05	1.05E-06	74	169	6	115.9787011	226.0620635	11.1015945	2.416514365	1.856309239	1.516711416	0.001790126
ENST00000447716.1	RAB34	17	11	27041660	27045285	951	4.73E-06	1.05E-05	1.23E-06	38	94	11	52.47262695	111.9053703	17.39822761	1.238598444	0.827894471	1.519486594	4.68E-06
ENST00000394908.4	FLOT2	17	11	27207578	27224592	1287	7.75E-06	1.65E-05	1.13E-06	67	126	6	89.76866564	187.5810189	16.92978131	1.489788924	2.199220622	2.631331127	0.017234347
ENST00000225387.3	CRYBA1	17	6	27573881	27581367	648	2.48E-06	7.10E-06	9.48E-07	33	71	7	30.28726446	82.32600682	13.01734621	-0.305581927	0.610555086	1.652089004	0.000721666
ENST00000301057.7	TP53I13	17	7	27895776	27899942	1182	7.00E-06	1.53E-05	9.67E-07	55	150	4	63.88845352	137.8435375	11.72463683	0.689388855	-0.506444523	2.234694082	0.062734293
